path	line	kind	title	status_signals	duplicate_key
docs/circumpunct_consciousness_theory.html	1360	identity	Prediction β-6: Worldline Disorders Separate from Identity Disorders		prediction worldline disorders separate from disorders
docs/circumpunct_encyclopedia.html	1029	axiom	Axiom 1: Parts are fractals of wholes		parts are fractals of wholes
docs/circumpunct_encyclopedia.html	1033	axiom	Axiom 2: Apertures are throughs, not froms		apertures are throughs not froms
docs/circumpunct_encyclopedia.html	1037	axiom	Axiom 3: Lies are processing errors		lies are processing errors
docs/circumpunct_encyclopedia.html	1041	axiom	Axiom 4: Relationship is ontologically real		relationship is ontologically real
docs/circumpunct_encyclopedia.html	1045	axiom	Axiom 5: Categories dissolve		categories dissolve
docs/circumpunct_encyclopedia.html	1286	theorem	8.3 The Călugăreanu-White-Fuller Theorem		the c lug reanu white fuller
docs/circumpunct_encyclopedia.html	1288	theorem	Fundamental Theorem		fundamental
docs/circumpunct_encyclopedia.html	1334	theorem	Orthogonality Theorem		orthogonality
docs/circumpunct_formula.html	312	identity	Identity (LHS)		lhs
docs/circumpunct_framework.html	868	theorem	THEOREM 0b (The One Cannot Be Alone)	qed	0b the one cannot be alone
docs/circumpunct_framework.html	883	corollary	COROLLARY 0.1 (Necessary Multiplicity)		necessary multiplicity
docs/circumpunct_framework.html	895	corollary	COROLLARY 0.2 (Fractal Necessity)		fractal necessity
docs/circumpunct_framework.html	1192	theorem	§2.7 The Dimension Theorem		the dimension
docs/circumpunct_framework.html	1966	identity	IDENTITY OF FIELD AND APERTURE		of field and aperture
docs/circumpunct_framework.html	2179	identity	§4.8 The Field-Energy Identity: Φ = E		the field energy e
docs/circumpunct_framework.html	2400	derivation	DERIVATION PRIORITY CORRECTION (§29.4)		priority correction
docs/circumpunct_framework.html	3062	theorem	CHAPTER 5A: THE SURFACE THEOREM		chapter 5a the surface
docs/circumpunct_framework.html	3659	conjecture	STATUS: STRONGLY MOTIVATED CONJECTURE	conjectural	status strongly motivated
docs/circumpunct_framework.html	3831	conjecture	The Core Conjecture	conjectural	the core
docs/circumpunct_framework.html	3968	derivation	Derivation of γ(2) = 13/12	conjectural	of
docs/circumpunct_framework.html	4980	identity	without losing its identity.		without losing its
docs/circumpunct_framework.html	5455	theorem	§9.9.4 Range Theorem		range
docs/circumpunct_framework.html	5618	derivation	7.1.4 Derivation of T(Δφ) = cos²(Δφ/2)		of t cos
docs/circumpunct_framework.html	6061	theorem	THEOREM: Field mediation between • and ○ necessarily produces		field mediation between and necessarily produces
docs/circumpunct_framework.html	6255	theorem	THEOREM: For any system ⊙ = ○ ⊗ Φ ⊗ • where ○ has dimension db	proof-sketch	for any system where has dimension db
docs/circumpunct_framework.html	6883	derivation	§13.13 Open Derivation Targets	conjectural	open targets
docs/circumpunct_framework.html	7316	derivation	DERIVATION FROM 64-STATE GEOMETRY		from state geometry
docs/circumpunct_framework.html	7603	theorem	§13.17.5 The Yukawa Texture Theorem		the yukawa texture
docs/circumpunct_framework.html	8132	derivation	DERIVATION OF THE FACTOR 10		of the factor
docs/circumpunct_framework.html	8647	lemma	Spectral Grounding: The Bridge Lemma	computed	spectral grounding the bridge
docs/circumpunct_framework.html	10575	identity	§19.11 Thought Accumulation and Identity: The Four-Stage Cascade		thought accumulation and the four stage cascade
docs/circumpunct_framework.html	10943	theorem	THEOREM 21.1 (Emotion-Geometry Correspondence)		emotion geometry correspondence
docs/circumpunct_framework.html	11043	theorem	THEOREM 19.2 (Memory-Resonance Identity)		memory resonance
docs/circumpunct_framework.html	11964	derivation	§24.1 Non-Circular Derivation of φ		non circular of
docs/circumpunct_framework.html	13297	derivation	§27.2 The 22/64 Derivation (Middle-State Mereological Derivation)		the middle state mereological
docs/circumpunct_framework.html	13448	identity	identity. §27.4 Hidden Parameters (0) PARAMETER STATUS - All parameters now derived from φ³		hidden parameters parameter status all parameters now derived from
docs/circumpunct_framework.html	14028	identity	"Identity │ Healthy: ""I am a through, not a from"" §35.2 Example - ""Surface = Field = Mind"" UNPACKING"		healthy i am a through not a from example surface field mind unpacking
docs/circumpunct_framework.html	14523	theorem	§29.3 The Convergence Theorem		the convergence
docs/circumpunct_framework.html	14556	derivation	§29.4 The Derivation Priority Correction		the priority correction
docs/circumpunct_isomorphism.html	459	axiom	Axiom 1: Triadic Irreducibility		triadic irreducibility
docs/circumpunct_isomorphism.html	465	axiom	Axiom 2: Mediated Traversal		mediated traversal
docs/circumpunct_isomorphism.html	471	axiom	Axiom 3: Closure		closure
docs/circumpunct_isomorphism.html	478	axiom	"Axiom 4: Fractal Recursion (Optional; Defining for ""Fractal"")"		fractal recursion optional defining for fractal
docs/circumpunct_isomorphism.html	483	axiom	Axiom 5: Conservation of Traversal		conservation of traversal
docs/circumpunct_isomorphism.html	560	theorem	4.2: The General Fixed-Point Theorem		the general fixed point
docs/circumpunct_isomorphism.html	565	theorem	Theorem 4.2: Coherence from Closure (General Form)		coherence from closure general form
docs/circumpunct_isomorphism.html	575	theorem	Brouwer's fixed-point theorem	qed	brouwer s fixed point
docs/circumpunct_isomorphism.html	576	theorem	Schauder's fixed-point theorem	qed	schauder s fixed point
docs/circumpunct_isomorphism.html	591	theorem	Theorem 4.3: Self-Organization via Contraction		self organization via contraction
docs/circumpunct_isomorphism.html	599	theorem	Banach contraction mapping theorem	qed	banach contraction mapping
docs/circumpunct_isomorphism.html	612	theorem	Theorem 4.4: Spectral Modes from Wave Closure		spectral modes from wave closure
docs/circumpunct_isomorphism.html	632	corollary	Corollary 4.5: Spectral Structure (Wave Systems)		spectral structure wave systems
docs/circumpunct_isomorphism.html	637	corollary	Corollary 4.6: Coherence Without Complexity		coherence without complexity
docs/circumpunct_isomorphism.html	662	theorem	Theorem 5.2: Closure is the Conserved Quantity		closure is the conserved quantity
docs/circumpunct_isomorphism.html	711	theorem	6.2: The Structural Invariance Theorem		the structural invariance
docs/circumpunct_isomorphism.html	714	theorem	Theorem 6.4: Circumpunct Structural Invariance (Conjugacy Theorem)		circumpunct structural invariance conjugacy
docs/circumpunct_isomorphism.html	887	theorem	Step 4; Invoke Theorem 6.4.		step invoke
docs/circumpunct_isomorphism.html	896	theorem	Scope Theorem: Three Tiers of Transfer		scope three tiers of transfer
docs/circumpunct_isomorphism.html	1003	theorem	Falsification Criterion 3: Skeleton Theorem Failure		falsification criterion skeleton failure
docs/circumpunct_kernel.html	970	theorem	Surface Theorem		surface
docs/circumpunct_math.html	493	axiom	Compositional Wholeness (Axiom A4)		compositional wholeness a4
docs/circumpunct_math.html	841	derivation	4.1 The Quantum Limit and Schrödinger Derivation		the quantum limit and schr dinger
docs/circumpunct_math.html	894	derivation	Derivation from Framework Postulates		from framework postulates
docs/circumpunct_math.html	933	conjecture	The Conjecture	conjectural	the
docs/circumpunct_math.html	964	derivation	What would constitute a real derivation		what would constitute a real
docs/circumpunct_math.html	1145	theorem	6C. The Dimension Theorem	proof-sketch	6c the dimension
docs/circumpunct_math.html	1148	theorem	Theorem (Minimum Dimensional Realization)	proof-sketch	minimum dimensional realization
docs/circumpunct_math.html	1322	axiom	The One Axiom and Its Four Derivations		the one and its four derivations
docs/circumpunct_narcissism.html	451	axiom	Core Axiom		core
docs/circumpunct_narcissism.html	524	theorem	Theorem 2.1: The Helped-But-Not-Wanted Wound		the helped but not wanted wound
docs/circumpunct_narcissism.html	564	theorem	Theorem 3.1: Error Complementarity		error complementarity
docs/circumpunct_narcissism.html	616	theorem	Theorem 4.1: The Weaponization of Functional Love		the weaponization of functional love
docs/circumpunct_narcissism.html	724	theorem	Theorem 6.1: The Spectrum Reframe		the spectrum reframe
docs/circumpunct_narcissism.html	1273	theorem	Theorem 13.1		
docs/circumpunct_narcissism.html	1285	theorem	Theorem 13.2		
docs/circumpunct_narcissism.html	1296	theorem	Theorem 13.3: The Cure ≠ The Noble Lie		the cure the noble lie
docs/circumpunct_narcissism.html	1346	theorem	Theorem 14.1: The Conservation Law		the conservation law
docs/circumpunct_narcissism.html	1493	identity	Separate behavior from identity		separate behavior from
docs/circumpunct_ontology.html	332	axiom	§1 - The Axiom		the
docs/circumpunct_ontology.html	372	theorem	§2 - The Necessity Theorem		the necessity
docs/circumpunct_ontology.html	377	theorem	Theorem: Structural Necessity		structural necessity
docs/circumpunct_ontology.html	689	theorem	Theorem: No 3D Stuff		no 3d stuff
docs/circumpunct_operator_formalization.html	669	theorem	Theorem		
docs/circumpunct_operators.html	403	axiom	Axiom 2.1		
docs/circumpunct_operators.html	439	theorem	Theorem 3.1		
docs/circumpunct_operators.html	476	theorem	Theorem 3.2	proof-sketch	
docs/circumpunct_operators.html	500	theorem	Theorem 4.1		
docs/circumpunct_operators.html	676	derivation	Derivation outline	qed	outline
docs/circumpunct_physics.html	597	axiom	Compositional Wholeness (Axiom A4)	computed	compositional wholeness a4
docs/circumpunct_physics.html	934	derivation	Kernel derivation from balance		kernel from balance
docs/circumpunct_physics.html	1076	identity	2.4.3 The Field-Energy Identity: Φ = E		the field energy e
docs/circumpunct_physics.html	1914	derivation	4.3 Derivation of the Transmission Law T(Δφ) = cos²(Δφ/2)		of the transmission law t cos
docs/circumpunct_physics.html	2041	theorem	Theorem (Power-Law Fixed Points).	proof-sketch	power law fixed points
docs/circumpunct_physics.html	2079	theorem	Theorem (Basin of Attraction).		basin of attraction
docs/circumpunct_physics.html	2102	corollary	Corollary (Universality Classes are Labeled by d•).	qed	universality classes are labeled by d
docs/circumpunct_physics.html	2127	derivation	4.X.8.7 Complete Derivation Chain (Final Summary)	proof-sketch,qed	x complete chain final summary
docs/circumpunct_physics.html	2213	conjecture	The conjecture	conjectural,to-prove	the
docs/circumpunct_physics.html	2235	conjecture	CONJECTURE	conjectural,computed	
docs/circumpunct_physics.html	2248	derivation	What would constitute a real derivation	computed,verified	what would constitute a real
docs/circumpunct_physics.html	2330	derivation	This is a compelling physical picture, but picture ≠ derivation.	open	this is a compelling physical picture but picture
docs/circumpunct_physics.html	2625	theorem	6C. The Dimension Theorem		6c the dimension
docs/circumpunct_physics.html	2657	corollary	Corollary	qed	
docs/circumpunct_physics.html	2854	theorem	6G. The Surface Theorem		6g the surface
docs/circumpunct_physics.html	2888	derivation	Derivation		
docs/circumpunct_physics.html	2917	derivation	Derivation		
docs/circumpunct_physics.html	3421	derivation	STATUS: EXACT NUMERICS; DIMENSIONAL LADDER DERIVATION		status exact numerics dimensional ladder
docs/circumpunct_physics.html	3661	derivation	7A.7 The 22/64 Derivation		7a the
docs/circumpunct_physics.html	3870	theorem	Convergence Theorem		convergence
docs/circumpunct_physics.html	3880	derivation	Derivation Priority Correction		priority correction
docs/circumpunct_physics.html	4355	lemma	Spectral Grounding: The Bridge Lemma		spectral grounding the bridge
docs/circumpunct_physics.html	5016	theorem	Surface Theorem		surface
docs/circumpunct_physics.html	5031	theorem	Surface Theorem (Chapter 5A)		surface chapter 5a
docs/circumpunct_physics.html	5109	derivation	Mass formula derivation		mass formula
docs/circumpunct_physics.html	5111	derivation	Discrete aperture graph derivation		discrete aperture graph
docs/circumpunct_physics.html	5116	theorem	theorem about the foam graph		about the foam graph
docs/circumpunct_predictions.html	486	axiom	Axiom Zero		zero
docs/circumpunct_presentation.html	939	identity	Death, Identity, and Energy		death and energy
docs/circumpunct_schumann.html	300	theorem	Theorem 2.1: Nested Resonance		nested resonance
docs/circumpunct_schumann.html	336	theorem	Theorem 3.1: The Doubling Principle		the doubling principle
docs/circumpunct_schumann.html	400	theorem	Theorem 4.1: Echo Frequency Doubling		echo frequency doubling
docs/circumpunct_schumann.html	444	theorem	Theorem 5.1: Narcissistic Echo Pattern		narcissistic echo pattern
docs/circumpunct_schumann.html	519	theorem	Theorem 7.1: Retuning vs. Calming		retuning vs calming
docs/circumpunct_schumann_v2.html	309	derivation	2. The Derivation		the
docs/circumpunct_schumann_v2.html	325	derivation	Derivation 2.1: Schumann Frequency		schumann frequency
docs/circumpunct_schumann_v2.html	352	derivation	Derivation 2.2: Cranial Resonance Frequency		cranial resonance frequency
docs/circumpunct_schumann_v2.html	408	theorem	Theorem 2.1: Universal Cavity Resonance		universal cavity resonance
docs/circumpunct_schumann_v2.html	515	theorem	Theorem 4.1: Echo Frequency Doubling		echo frequency doubling
docs/circumpunct_schumann_v2.html	559	theorem	Theorem 5.1: The Echo Pattern (Aperture Closure)		the echo pattern aperture closure
docs/circumpunct_schumann_v2.html	683	theorem	Theorem 7.1: Retuning vs. Calming		retuning vs calming
docs/circumpunct_schumann_v2.html	728	derivation	A derivation		a
docs/circumpunct_seed.html	604	identity	IDENTITY		
docs/circumpunct_seed.html	635	axiom	The One Axiom and Its Four Derivations		the one and its four derivations
docs/circumpunct_theory.html	182	theorem	The Tier Decomposition Theorem		the tier decomposition
docs/circumpunct_theory_of_mind.html	588	derivation	Derivation		
docs/circumpunct_theory_of_mind.html	769	identity	VII. From Thought to Identity		vii from thought to
docs/circumpunct_theory_of_mind.html	809	identity	Thought becomes identity		thought becomes
docs/circumpunct_theory_of_mind.html	998	identity	How Ordinary Thoughts Become Pathological Identity		how ordinary thoughts become pathological
docs/circumpunct_theory_of_mind_plain.html	786	identity	VII. From Thought to Identity		vii from thought to
docs/circumpunct_theory_of_mind_plain.html	826	identity	Thought becomes identity		thought becomes
docs/circumpunct_theory_of_mind_plain.html	1028	identity	How Ordinary Thoughts Become Pathological Identity		how ordinary thoughts become pathological
docs/circumpunct_theory_of_pathology.html	342	theorem	Theorem 2.1: The Nesting Necessity		the nesting necessity
docs/circumpunct_theory_of_pathology.html	344	corollary	Corollary		
docs/circumpunct_theory_of_pathology.html	378	theorem	Theorem 2.2: Full-Spectrum Love		full spectrum love
docs/circumpunct_theory_of_pathology.html	425	theorem	Theorem 3.1: Error Complementarity		error complementarity
docs/circumpunct_theory_of_pathology.html	434	theorem	Theorem 3.2: The Core Lie		the core lie
docs/circumpunct_theory_of_pathology.html	471	theorem	Theorem 4.1: The Installation Mechanism		the installation mechanism
docs/circumpunct_theory_of_pathology.html	499	theorem	Theorem 4.2: The Core Installed Lie		the core installed lie
docs/circumpunct_theory_of_pathology.html	513	theorem	Theorem 5.1: The Resonance Corruption		the resonance corruption
docs/circumpunct_theory_of_pathology.html	538	theorem	Theorem 5.2: Why Leaving Isn't Enough		why leaving isn t enough
docs/circumpunct_theory_of_pathology.html	550	theorem	Theorem 5.3: Recovery as Retuning		recovery as retuning
docs/circumpunct_theory_of_pathology.html	576	theorem	Theorem 6.1: All Pathology is Internalized Lies		all pathology is internalized lies
docs/circumpunct_theory_of_pathology.html	687	theorem	Theorem 7.1: Power-Differential Requirement		power differential requirement
docs/circumpunct_theory_of_pathology.html	696	theorem	Theorem 7.2: Intergenerational Transmission		intergenerational transmission
docs/circumpunct_theory_of_pathology.html	705	theorem	Theorem 7.3: The Invisibility Mechanism		the invisibility mechanism
docs/circumpunct_theory_of_pathology.html	727	theorem	Theorem 8.1: The Witness Requirement		the witness requirement
docs/circumpunct_theory_of_pathology.html	737	theorem	Theorem 8.2: The Naming Operation		the naming operation
docs/circumpunct_theory_of_pathology.html	746	theorem	Theorem 8.3: Recovery Sequence		recovery sequence
docs/circumpunct_theory_of_pathology.html	804	theorem	Theorem 10.1: The Mask-Slip		the mask slip
docs/circumpunct_treemap.html	772	derivation	Complete derivation chain		complete chain
docs/circumpunct_treemap.html	1160	theorem	Single-intruder theorem		single intruder
docs/clay_millennium.html	259	conjecture	Birch and Swinnerton-Dyer Conjecture	conjectural	birch and swinnerton dyer
docs/clay_millennium.html	285	conjecture	Hodge Conjecture	conjectural	hodge
docs/clay_millennium.html	298	conjecture	Poincaré Conjecture	conjectural	poincar
docs/cognitive_virus_theory.html	750	identity	IDENTITY INTEGRATION		integration
docs/confirmatory-curiosity-model.md	118	identity	Identity economics.		economics
docs/cross_scale_agency.html	309	axiom	Axiom A2 - Fractal Necessity		a2 fractal necessity
docs/cross_scale_agency.html	315	axiom	Axiom A3 - Conservation of Traversal		a3 conservation of traversal
docs/cross_scale_agency.html	321	axiom	Axiom A4 - Compositional Wholeness		a4 compositional wholeness
docs/cross_scale_agency.html	384	theorem	§3 - The Agency Coherence Theorem		the agency coherence
docs/cross_scale_agency.html	389	theorem	Theorem 3.1 - Cross-Scale Agency Is Resonance, Not Command		cross scale agency is resonance not command
docs/cross_scale_agency.html	425	corollary	Corollary 4.1 - Agency Is Not Causal Hierarchy		agency is not causal hierarchy
docs/cross_scale_agency.html	432	corollary	"Corollary 4.2 - Parts Don't ""Let"" - They Constitute"		parts don t let they constitute
docs/cross_scale_agency.html	437	corollary	Corollary 4.3 - The Upward Case: You and God		the upward case you and god
docs/cross_scale_agency.html	453	lemma	Lemma 5.1 - Cancer as Decoherence		cancer as decoherence
docs/cross_scale_agency.html	461	lemma	Lemma 5.2 - The Noble Lie as Psychological Decoherence		the noble lie as psychological decoherence
docs/cross_scale_agency.html	469	theorem	Theorem 5.3 - Autonomy and Coherence Are Not Opposites		autonomy and coherence are not opposites
docs/cross_scale_agency.html	488	theorem	At every boundary: the same theorem applies.		at every boundary the same applies
docs/darvo_geometry.html	224	identity	2.1 How thoughts install into identity		how thoughts install into
docs/darvo_geometry.html	233	identity	Identity-fused.		fused
docs/dna_circumpunct_formalization.html	427	theorem	Structural Correspondence Theorem		structural correspondence
docs/dna_circumpunct_formalization.html	559	theorem	Theorem (Molecular Fractal Recursion)		molecular fractal recursion
docs/e_equals_1.html	284	theorem	Noether's Theorem Gives the Mechanism		noether s gives the mechanism
docs/e_equals_1.html	374	axiom	A0: The Sole Axiom		a0 the sole
docs/emergent_chemistry.html	458	derivation	The derivation chain is fully framework-native		the chain is fully framework native
docs/euler_circumpunct.html	581	identity	The Circumpunct Identity		the circumpunct
docs/euler_circumpunct.html	632	theorem	The Diameter Theorem		the diameter
docs/euler_circumpunct.html	671	theorem	Theorem		
docs/euler_theorems.html	79	theorem	How e iπ + 1 = 0 and V − E + F = 2 are the same theorem - seen from inside and outside the circumpunct		how e i and v e f are the same seen from inside and outside the circumpunct
docs/euler_theorems.html	97	identity	Euler's Identity is the traversal invariant.		euler s is the traversal invariant
docs/euler_theorems.html	103	identity	2. Euler's Identity from Aperture Traversal		euler s from aperture traversal
docs/euler_theorems.html	130	theorem	Theorem E1 - Euler's Identity as Traversal Completion		e1 euler s as traversal completion
docs/euler_theorems.html	162	identity	The identity says		the says
docs/euler_theorems.html	185	theorem	Theorem E2 - χ = 2 as Boundary Necessity		e2 as boundary necessity
docs/euler_theorems.html	193	theorem	Classification theorem	qed	classification
docs/euler_theorems.html	225	theorem	Theorem E3 - Homology of ○ as ⊙ Structure		e3 homology of as structure
docs/euler_theorems.html	336	theorem	Theorem E4 - Euler Unification		e4 euler unification
docs/euler_theorems.html	342	identity	Part I: What the Identity preserves		part i what the preserves
docs/euler_theorems.html	346	identity	The identity e iπ + 1 = 0 is the conservation law evaluated at the endpoint.		the e i is the conservation law evaluated at the endpoint
docs/euler_theorems.html	370	theorem	Gauss-Bonnet theorem		gauss bonnet
docs/euler_theorems.html	381	theorem	Theorem E5 - Gauss-Bonnet as Conservation of Traversal on the Boundary		e5 gauss bonnet as conservation of traversal on the boundary
docs/euler_theorems.html	423	corollary	Corollary E6 - The Three Witnesses		e6 the three witnesses
docs/every_lie_made_you_smaller.html	409	identity	The identity lie		the lie
docs/exodus_from_mars.html	316	identity	Phase 1: Planetary Identity		phase planetary
docs/finite_gate.html	275	proposition	Proposition · The Stepdown Across Physics		the stepdown across physics
docs/finite_gate.html	342	proposition	Proposition · The Circumpunct as Stepdown Architecture		the circumpunct as stepdown architecture
docs/finite_gate.html	411	corollary	Corollary · The Hierarchy of Gates		the hierarchy of gates
docs/finite_gate.html	460	conjecture	Conjecture · C₄ → C₂ Symmetry Breaking as Gate Failure	conjectural	c c symmetry breaking as gate failure
docs/finite_gate.html	485	proposition	Proposition · The Four Powers of $i$		the four powers of i
docs/finite_gate.html	525	corollary	Corollary · The Gate as Quarter-Turn		the gate as quarter turn
docs/gravity.html	375	conjecture	Clay Millennium Connection: Poincaré Conjecture (SOLVED)	conjectural	clay millennium connection poincar solved
docs/hidden_order.html	299	proposition	Proposition · Mechanism Independence		mechanism independence
docs/hidden_order.html	355	proposition	Proposition · The Universal Pattern		the universal pattern
docs/hidden_order.html	428	proposition	Proposition · The $B{1g}$ Selection		the b 1g selection
docs/hodge_proof_chain.html	353	conjecture	The Hodge Conjecture: Transmission at Balance	conjectural	the hodge transmission at balance
docs/hodge_proof_chain.html	422	theorem	Theorem 3.1: Lefschetz (1,1)		lefschetz
docs/hodge_proof_chain.html	439	theorem	Theorem 4.1: Hard Lefschetz and Primitive Decomposition		hard lefschetz and primitive decomposition
docs/hodge_proof_chain.html	463	theorem	Theorem 5.1: Vanishing Cycles and Picard-Lefschetz		vanishing cycles and picard lefschetz
docs/hodge_proof_chain.html	477	lemma	Lemma 5.2: Picard-Lefschetz Preserves Algebraicity	verified	picard lefschetz preserves algebraicity
docs/hodge_proof_chain.html	494	theorem	§6 Deligne's Global Invariant Cycle Theorem		deligne s global invariant cycle
docs/hodge_proof_chain.html	498	theorem	Theorem 6.1: Global Invariant Cycle Theorem		global invariant cycle
docs/hodge_proof_chain.html	508	lemma	Lemma 6.2: Monodromy Preserves the Balanced Subspace	conjectural	monodromy preserves the balanced subspace
docs/hodge_proof_chain.html	514	theorem	§7 The Transmission Theorem	conjectural	the transmission
docs/hodge_proof_chain.html	520	theorem	Theorem 7.1: Vanishing Cycles Span Primitive Hodge Classes	conjectural	vanishing cycles span primitive hodge classes
docs/hodge_proof_chain.html	595	lemma	→ The Closure Lemma (Mumford-Tate)	conjectural	the closure mumford tate
docs/hodge_proof_chain.html	598	conjecture	Mumford-Tate conjecture	conjectural	mumford tate
docs/hodge_proof_chain.html	601	conjecture	Status of the Mumford-Tate conjecture	conjectural	status of the mumford tate
docs/hodge_proof_chain.html	660	theorem	Global Invariant Cycle Theorem: monodromy-invariant classes are algebraic Proven		global invariant cycle monodromy invariant classes are algebraic proven
docs/how_to_realize_real_lies.html	414	axiom	Axiom - The Curiosity Test		the curiosity test
docs/how_to_realize_real_lies.html	480	theorem	Theorem - Surface vs. Structure		surface vs structure
docs/how_to_realize_real_lies.html	608	theorem	Theorem - The Virus Mechanism		the virus mechanism
docs/how_to_realize_real_lies.html	718	theorem	Theorem - Curiosity as Prognosis		curiosity as prognosis
docs/index.html	1149	lemma	The Octave-Wrap Lemma		the octave wrap
docs/index_legacy.html	1092	identity	This is what keeps identity from becoming inflation.		this is what keeps from becoming inflation
docs/infolding.html	464	conjecture	Clay Millennium Connection: Hodge Conjecture	conjectural	clay millennium connection hodge
docs/jedi.html	736	axiom	Axiom J1: Hierarchical Aperture Structure		j1 hierarchical aperture structure
docs/jedi.html	747	axiom	Axiom J2: Primary Aperture Control		j2 primary aperture control
docs/jedi.html	758	theorem	Theorem J3: Field Propagation		j3 field propagation
docs/jedi.html	780	theorem	Theorem J4: Automatic Boundary Alignment	qed	j4 automatic boundary alignment
docs/jedi.html	813	theorem	Theorem J6: The Balance Condition		j6 the balance condition
docs/jedi.html	836	corollary	Corollary J7: Voluntary β Modulation		j7 voluntary modulation
docs/jedi.html	853	axiom	Axiom J8: The Steelman as Jedi Practice		j8 the steelman as jedi practice
docs/machine_language.html	615	identity	Core Identity	computed	core
docs/narcissism_theory.html	753	axiom	Core Axiom		core
docs/navier_stokes_proof_chain.html	278	theorem	§5A, The Surface Theorem		5a the surface
docs/navier_stokes_proof_chain.html	319	theorem	Theorem 3.1: Energy Inequality		energy inequality
docs/navier_stokes_proof_chain.html	336	theorem	Theorem 3.2: Existence of Weak Solutions		existence of weak solutions
docs/navier_stokes_proof_chain.html	345	theorem	Theorem 4.1: The BKM Blow-Up Criterion		the bkm blow up criterion
docs/navier_stokes_proof_chain.html	367	theorem	Theorem 5.1: The Vorticity Equation		the vorticity equation
docs/navier_stokes_proof_chain.html	383	theorem	Theorem 5.2: The Pressure Poisson Equation		the pressure poisson equation
docs/navier_stokes_proof_chain.html	437	lemma	Lemma 6.1: Viscous Dominance at Blow-Up Scale		viscous dominance at blow up scale
docs/navier_stokes_proof_chain.html	457	theorem	Theorem 7.1: Turbulence as Projection		turbulence as projection
docs/navier_stokes_proof_chain.html	576	lemma	→ The Closure Lemma (Pressure Completeness)		the closure pressure completeness
docs/noble_lie_article.html	631	identity	Identity Merger		merger
docs/octave_wrap_lemma.html	171	lemma	The Octave-Wrap Lemma		the octave wrap
docs/octave_wrap_lemma.html	244	identity	3. The load-bearing identity: 3D + 2D = 1.5D'		the load bearing 3d 2d 5d
docs/octave_wrap_lemma.html	341	identity	6. A related tightening: the identity P! = G·Φ at T = 3		a related tightening the p g at t
docs/octave_wrap_lemma.html	354	derivation	Derivation		
docs/octave_wrap_lemma.html	421	derivation	Consequence for the α derivation		consequence for the
docs/octave_wrap_lemma.html	435	identity	7. A further tightening: the state-space / boundary-cube identity at T = 3		a further tightening the state space boundary cube at t
docs/octave_wrap_lemma.html	501	identity	octave-relative identity		octave relative
docs/octave_wrap_lemma.html	526	lemma	8.2 The single-period lemma	conjectural	the single period
docs/octave_wrap_lemma.html	536	corollary	"Corollary: ⊙ has no coordinate slot , and in particular 4D is not a ""completed whole"" station. Any slot granted to the whole either duplicates an existing residue identity (ill-typed: the whole is not a station; cf. §4) or institutes a second return point (collapse, by the lemma). The card decision of 2026-06-09 (⊙ = All, no dimension slot) is therefore forced by the wrap arithmetic, not merely chosen. In the musical reading: completion and new tonic are one event at Do′; there is no ninth note at which the scale ""becomes whole""; the whole is the melody, not a note in it . 4D carries exactly one identity: 0.5D′, convergence at the next scale (⊛′)."		has no coordinate slot and in particular 4d is not a completed whole station any slot granted to the whole either duplicates an existing residue ill typed the whole is not a station cf or institutes a second return point collapse by the the card decision of all no dimension slot is therefore forced by the wrap arithmetic not merely chosen in the musical reading completion and new tonic are one event at do there is no ninth note at which the scale becomes whole the whole is the melody not a note in it 4d carries exactly one 5d convergence at the next scale
docs/octave_wrap_lemma.html	607	lemma	9. Where this lemma is used		where this is used
docs/octave_wrap_lemma.html	626	lemma	10. What the lemma (plus the counting-factor and state-space/boundary-cube identities) does not do	conjectural	what the plus the counting factor and state space boundary cube identities does not do
docs/p_vs_np_proof_chain.html	253	theorem	Theorem 3.1: The Cook-Levin Theorem		the cook levin
docs/p_vs_np_proof_chain.html	275	theorem	Theorem 4.1: The Time Hierarchy Theorem	computed	the time hierarchy
docs/p_vs_np_proof_chain.html	294	theorem	Theorem 5.1: The Relativization Barrier	computed,verified	the relativization barrier
docs/p_vs_np_proof_chain.html	306	theorem	Theorem 5.2: Natural Proofs and Algebrization Barriers		natural proofs and algebrization barriers
docs/p_vs_np_proof_chain.html	330	theorem	Theorem 6.1: Exponential Lower Bounds in Restricted Models		exponential lower bounds in restricted models
docs/p_vs_np_proof_chain.html	436	conjecture	Conjecture.	conjectural,to-prove	
docs/p_vs_np_proof_chain.html	571	lemma	→ The Closure Lemma (Pump Rounds × Width)	computed	the closure pump rounds width
docs/p_vs_np_proof_chain.html	684	theorem	Theorem 13.1: Necessary Multiplicity Forces the Separation		necessary multiplicity forces the separation
docs/p_vs_np_proof_chain.html	753	theorem	Theorem 14.1: The A1 Argument Is Sub-Barrier		the a1 argument is sub barrier
docs/p_vs_np_proof_chain.html	790	identity	identity over polynomial extensions. The argument lives at 0.5D	computed	over polynomial extensions the argument lives at 5d
docs/p_vs_np_proof_chain.html	840	axiom	Gap 1: Axiom acceptance.		gap acceptance
docs/p_vs_np_proof_chain.html	937	theorem	§17 The Valve Theorem	computed	the valve
docs/p_vs_np_proof_chain.html	943	theorem	Theorem 17.1: ⤛ and ☀︎ Are Independently Throttled	computed	and are independently throttled
docs/p_vs_np_proof_chain.html	982	theorem	Theorem 18.1: Faithful Compression Requires Processing		faithful compression requires processing
